xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Begriff	Top_1	Top_3	Top_5
ET02166	Schlaftrunk	Schlaftrunk	Substantiv		urspr. Trunk, der dem Gaste dargereicht wurde, wenn er sich schon zu Bett begeben hatte; später Trinkgelage, das sich an die Abendmahlzeit anschloss.	Getränk; Trinken	Getränk; Trank; Trinkbares; das Trinken; Trinken; Trunk	Trinkbares	Trinkbares; das Trinken; Trinkware; Colagetränk	Trinkbares; das Trinken; Trinkware; Shortdrink; Trunk; Colagetränk; Aufgussgetränk
ET02252	Druesen, Drusen	Druesen, Drusen	Substantiv	2.	Branntwein aus Weinhefe gewonnen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Weinbrand; Branntewein	Weinbrand; Branntewein; Schnaps; Branntwein	Weinbrand; Branntewein; Schnaps; Grappa; Branntwein; Feuerwasser
EW00675	Äpfelwi(n)	Äpfelwin, Äpfelwi	Substantiv		Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelperlwein; Apfelwein	Apfelwein	Apfelwein; Apfelperlwein; Apfelschaumwein	Apfelwein; Apfelperlwein; Apfelschaumwein; Apfelschorle; Apfelsaftschorle; Palmwein; Obstwein
EW00678	Birenwi(n)	Birenwin, Birenwi	Substantiv		Birnwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Fruchtwein	Fruchtwein; Obstwein; Apfelperlwein; Orangensaft	Fruchtwein; Obstwein; Apfelperlwein; Likörwein; Burgunder; Orangensaft; Tafelwein
EW00679	Branntenwi(n), Brënntewi(n)	Branntenwin, Branntenwi, Brënntewin, Brënntewi	Substantiv		Branntwein, Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Anisschnaps; Kurzer; Feuerwasser
EW00682	Dreimännerwin	Dreimännerwin	Substantiv		Wein, der so sauer ist, dass drei Männer den Trinkenden festhalten müssen (sonst würde er  sich weigern, ihn zu nehmen)	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; billiger Alkohol; das Trinken
EW00685	Edelwin	Edelwin	Substantiv		feine Sorte Weisswein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Weißer; Weißwein	Weißwein	Weißwein; Weißer; Weißburgunder	Weißwein; Weißer; Weißburgunder; Rotwein; Roter
EW00686	Ehrwein	Ehrwein	Substantiv		Ehrenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Tafelwein	Tafelwein; Wein; Rebensaft	Tafelwein; Wein; Rebensaft; Weinwarm; Burgunder
EW00688	Gänswin	Gänswin	Substantiv		schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Weinbrand; Tafelwein
EW00690	Grumbirenbrënntewin	Grumbirenbrënntewin	Substantiv		Branntwein aus gegorenen Kartoffeln	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein	Branntwein; Schnaps; Feuerwasser; Branntewein	Branntwein; Schnaps; Feuerwasser; Branntewein; Anisschnaps; Kurzer
EW00706	Stichwin	Stichwin	Substantiv		der zur Probe aus dem Fass genommene Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Tafelwein; Weinbrand
EW00712	Trinkwi(n)	Trinkwin, Trinkwi	Substantiv		leichter Wein, der gewonnen wird, wenn man nach dem Pressen der Trauben die Träber mit Wasser übergiesst und nach einem Zuckerzusatz nochmals gären lässt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Traubensaft; Tafelwein
EW00713	Truebwi(n), Trüebwi(n)	Truebwin, Truebwi, Trüebwin, Trüebwi	Substantiv		Trübwein, der letzte, nicht mehr klare W. aus einem Fasse	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Weinwarm	Weinwarm; Rebensaft; Wein	Weinwarm; Rebensaft; Wein; Tafelwein; Gänsewein
EW01009	Wermuet	Wermuet	Substantiv	2.	Wermutbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Wermutbranntwein	Wermutbranntwein	Wermutbranntwein; Wermutschnaps; Wacholderschnaps	Wermutbranntwein; Wermutschnaps; Wacholderschnaps; Marillenbrand; Wacholderbranntwein
EW01152	Wasser	Wasser	Substantiv	1.	Wasser, Trinkwasser, Quellwasser, Regenwasser, Fluss, Teich, See, Meer. Von einem Arbeitsscheuen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinkwasser; Wasser	Wasser	Wasser; Trinkwasser; StillesWasser	Wasser; Trinkwasser; StillesWasser; stillesWasser; Lauterbrunner; Alster
EW01154	Bappelwasser	Bappelwasser	Substantiv	1.	geistige Getränke	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Spirituose	billiger Alkohol	billiger Alkohol; Gin; Trinkbares	billiger Alkohol; Gin; Trinkbares; Trinkware; Born
EW01154	Bappelwasser	Bappelwasser	Substantiv	2.	Tee aus Blättern der Rosenpappel	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Tee	Tee; Teepunsch; Förstertee	Tee; Teepunsch; Förstertee; Früchtetee; Teegetränk
EW01168	Kirsenwasser, Kirschenwasser	Kirsenwasser, Kirschenwasser	Substantiv		Branntwein aus Kirschen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschgeist; Kirschwasser	Kirschwasser; Kirschgeist	Kirschwasser; Kirsch; Kirschgeist	Kirschwasser; Kirsch; Kirschgeist; Schokoladentrank; Aprikosenschnaps; Punsch; Marillenschnaps; Obstschnaps; Obstbrand
EW01182	Schüsselwasser	Schüsselwasser	Substantiv	2.	schlechter Kaffee; dünne, kraftlose Suppe	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Geplämpe	Geplämpe; Lurke; Plempe	Geplämpe; Lurke; Plempe; Plampel; Plörre
EW01183	Seckelwasser	Seckelwasser	Substantiv		schlechtes Getränk, Wein und Bier	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier; Getränk; Trank; Trinkbares; das Trinken; Trunk; Wein	Bier; das Trinken	Bier; Wein; Trank; das Trinken; Trunk; Gesöff; Getränk; Drink	Bier; Wein; Trank; Gesöff; Getränk; das Trinken; Trunk; Drink
EW01189	Wichtwasser, Gewichtwasser, Wihwasser	Wichtwasser, Gewichtwasser, Wihwasser	Substantiv	2.	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Kurzer; Feuerwasser
EZ00219	Zucker II	Zucker	Substantiv	2.	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein; Schnaps	Branntewein; Branntwein; Schnaps	Branntewein; Branntwein; Schnaps; Anisschnaps; Feuerwasser
LA00253	Änes	Änes	Substantiv	2.	Anisbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Anisbranntwein; Anislikör; Anisschnaps; Arrak	Anisbranntwein	Anisbranntwein; Anisschnaps; Anislikör; Arrak	Anisbranntwein; Anisschnaps; Anislikör; Wacholderschnaps; Kornbrand; Arrak; Arrack; Absinth
LA00351	Appelvitz	Appelvitz	Substantiv		Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelperlwein; Apfelwein	Apfelwein	Apfelwein; Apfelperlwein; Apfelschaumwein	Apfelwein; Apfelperlwein; Apfelschaumwein; Apfelschorle; Palmwein
LA00352	Äbbel-win	Äbbelwin	Substantiv		Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelperlwein; Apfelwein	Apfelwein	Apfelwein; Apfelperlwein; Apfelschaumwein	Apfelwein; Apfelperlwein; Apfelschaumwein; Apfelschorle; Obstwein; Palmwein
LB00004	Babbel-wasser	Babbelwasser	Substantiv		Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Kurzer; Feuerwasser
LB00183	Bäre-dreck	Bäredreck	Substantiv		Süßholzsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Saft	Karottensaft	Karottensaft; Multivitaminsaft; Ananassaft	Karottensaft; Multivitaminsaft; Ananassaft; O-Saft; Zuckersaft
LB00331	Paure-wein	Paurewein	Substantiv		ungekelteter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Weinwarm	Weinwarm; Rebensaft; Wein	Weinwarm; Rebensaft; Wein; Tafelwein; Traubenmost
LB00479	Pek I	Pek	Substantiv		saurer Wein, aus Trestern hergestellt, indem man Wasser zusetzt u. das Gemisch einige Tage in einem Fasse stehen läßt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Weinwarm; Landwein	Wein; Weinwarm; Landwein; Weinbrand; Lauterbrunner
LB00755	Bier II	Bier	Substantiv		Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Bockbier	Bier; Kellerbier; Bockbier; Biermischgetränk; Leichtbier
LB01103	Blotz-milch	Blotzmilch	Substantiv		Buttermilch, die durch Butter blotze entsteht	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Buttermilch	Buttermilch	Buttermilch; saure Milch; Absinth	Buttermilch; saure Milch; Absinth; Schampus; Kondensmilch
LB01322	Brach	Brach	Substantiv		dicke Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	Dickmilch; Sauermilch; gestandene Milch	Dickmilch; gestandene Milch; Sauermilch; saure Milch	Dickmilch; gestandene Milch; Sauermilch; saure Milch; Vollmilch; haltbare Milch
LB01350	Brannte-win	Branntewin	Substantiv		Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Feuerwasser; Kurzer
LB01497	Brockel	Brockel	Substantiv	1.	geronnene Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	Milch	Milch; Milchmischgetränk; Magermilch	Milch; Milchmischgetränk; Magermilch; Milchmixgetränk; Trinkmilch
LD00368	Dick-milch	Dickmilch	Substantiv		sauer Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	saure Milch; Sauermilch; Dickmilch	saure Milch; Dickmilch; Sauermilch; gestandene Milch	saure Milch; Dickmilch; Sauermilch; gestandene Milch; Magermilch; haltbare Milch; Buttermilch
LD00695	Drank	Drank	Substantiv	1.	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelperlwein; Apfelwein	Apfelwein	Apfelwein; Apfelperlwein; Apfelschaumwein	Apfelwein; Apfelperlwein; Apfelschaumwein; Apfelschorle; Apfelsaft; Obstwein
LD00818	Trep(s)	Treps, Trep	Substantiv	3.	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein	Branntewein; Branntwein; Schnaps	Branntewein; Branntwein; Schnaps; Kurzer; Feuerwasser; Anisschnaps
LD00927	Dronk	Dronk	Substantiv	2.	Trank, heilkräftiges Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk; Trank	Trunk; das Trinken; Trank; Drink	Trunk; das Trinken; Trank; Getränk; Drink
LD00927	Dronk	Dronk	Substantiv	1.	Trunk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk	Trunk; Trank; Getränk	Trunk; Trank; Getränk; Drink; das Trinken; Gesöff
LD00971	Druff	Druff	Substantiv	1.	trüber Wein als Faßrest	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Federweißer	Federweißer; Sauser; Weinwarm	Federweißer; Sauser; Weinwarm; Rotwein; Rebensaft
LD01008	Drusenbrantwin	Drusenbrantwin	Substantiv		fast allg. Branntwein aus Weinhefe gewonnen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein; Weinbrand	Branntewein; Branntwein; Feuerwasser; Weinbrand	Branntewein; Branntwein; Feuerwasser; Kurzer; Schnaps; Weinbrand; Fusel
LD01116	Tur II	Tur	Substantiv	2.	Runde	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Getränk	Getränk; Drink; Trunk; Trank	Getränk; Drink; Trunk; Trank; das Trinken
LD01139	Turne	Turne	Substantiv	1.	Runde, für jeden am Tisch ein Glas	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Trinkbares; Trunk; Trank	das Trinken; Trinkbares; Trunk; Trank; Trinkware; Getränk; Drink
LE00056	Eichelkaffee	Eichelkaffee	Substantiv		Eichelkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Eichelkaffee	Eichelkaffee	Eichelkaffee; Instantkaffee; Kaffeeersatz	Eichelkaffee; Instantkaffee; Kaffeeersatz; Kornkaffee; Blümchenkaffee
LF00916	Vir-schotz	Virschotz	Substantiv		der erste Branntwein, der beim Brennen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Reisschnaps; Branntewein	Reisschnaps; Branntewein; Branntwein; Schnaps	Reisschnaps; Branntewein; Branntwein; Schnaps; Zuckerrohrschnaps; Feuerwasser; Fusel
LF00954	Vitz	Vitz	Substantiv		Obstwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Obstwein	Obstwein; Fruchtwein; Wein; Apfelwein	Obstwein; Fruchtwein; Wein; Rebensaft; Tafelwein; Apfelwein; Apfelperlwein
LF01130	Föll-wein	Föllwein	Substantiv		Füllwein, Wein zum Nach- und Auffüllen im Fasse	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Weinwarm; Traubenmost
LF01160	Vor-laf	Vorlaf	Substantiv		Vorlauf d. i. der erste Branntwein, der beim Brennen ausfließt. Er ist zu alkoholreich, um getrunken zu werden, u. dient zu Einreibungen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein	Branntewein; Branntwein; Schnaps; Kurzer	Branntewein; Branntwein; Schnaps; Feuerwasser; Kurzer
LF01369	Fusel	Fusel	Substantiv		geringer, schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Fusel	Fusel; Branntewein; Kurzer; Branntwein	Fusel; Branntewein; Kurzer; Branntwein; Schnaps; Feuerwasser
LG00244	Ge-drenks	Gedrenks	Substantiv	1.	Getränke	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Getränk	Getränk; Drink; Trank; Trunk	Getränk; Drink; Trank; Trunk; Gesöff; das Trinken
LG00339	Geischt	Geischt	Substantiv		Weingeist, Alkohol	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Hochprozentiges; Spirituose	Weinbrand; Spirituose	Weinbrand; Spirituose; Hochprozentiges; Whiskey	Weinbrand; Spirituose; Hochprozentiges; billiger Alkohol; Trinkbares; Whiskey; Whisky; Obstgeist
LG00782	Giges I	Giges	Substantiv		schlechter Branntwein, Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Fusel	Fusel; Schnaps; Branntewein; Kurzer; Feuerwasser	Fusel; Schnaps; Branntewein; Branntwein; Krambambuli; Kurzer; Brandy; Feuerwasser
LG00947	Gom	Gom	Substantiv	4.	ein süßliches Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Trunk; Trank; Gesöff; Getränk	das Trinken; Trunk; Trank; Getränk; Drink; Gesöff
LG00987	Grächen	Grächen	Substantiv		neuer Wein; Wein, der gerade trinkbar geworden. G. genannt wegen seiner grauen Farbe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Federweißer; Sauser	Weißer; Federweißer	Weißer; Roter; Federweißer; Sauser; Weißburgunder	Weißer; Roter; Federweißer; Weißwein; Sauser; Weißburgunder
LG01050	Gräwel-wasser	Gräwelwasser	Substantiv		schlechter Branntwein, Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Fusel	Fusel; Kurzer; Branntewein; Schnaps; Feuerwasser; Branntwein	Fusel; Kurzer; Branntewein; Branntwein; Schnaps; Feuerwasser
LG01193	Grumberebrantwein	Grumberebrantwein	Substantiv		Kartoffelsprit	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Reisschnaps; Schnaps	Reisschnaps; Zuckerrohrschnaps; Branntewein; Schnaps; Branntwein	Reisschnaps; Zuckerrohrschnaps; Branntewein; Schnaps; Branntwein; Feuerwasser; Kurzer
LH00199	Häns-chen	Hänschen	Substantiv		ein Achtel Liter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein; Branntewein	Branntwein; Branntewein; Schnaps; Kurzer	Branntwein; Branntewein; Schnaps; Feuerwasser; Kurzer; Fusel
LH00357	Heffen	Heffen	Substantiv	2.	ein Gläschen Hefenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Zuckerrohrschnaps; Anisschnaps	Zuckerrohrschnaps; Reisschnaps; Marillenschnaps; Anisschnaps; Branntewein; Schnaps	Zuckerrohrschnaps; Reisschnaps; Marillenschnaps; Branntewein; Branntwein; Anisschnaps; Schnaps; Kurzer
LK00024	Kaffee	Kaffee	Substantiv	1.	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kaffee	Kaffee; Caro-Kaffee; Café	Kaffee; Caro-Kaffee; Café; KaffeemitSchuss; Coke
LK00028	Kaffeebrih	Kaffeebrih	Substantiv		schlechter Milchkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Milchkaffee; Plampel; Plempe; Plämpe; Plörre	Milchkaffee; Lurke; Plempe	Milchkaffee; Geschlapp; Geplämpe; Milchkakao; Kaffee mit aufgeschäumter Milch; Lurke; Plempe; Plörre; Plämpe	Milchkaffee; Geschlapp; Geplämpe; Plempe; Plämpe; Milchkakao; Kaffee mit aufgeschäumter Milch; Milchshake; Caro-Kaffee; Lurke; Plörre; Gesöff; Hoppelpoppel; Lorke
LK00259	Kassis	Kassis	Substantiv	2.	Likör, der aus der Frucht derselben zubereitet wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Cassis; Johannisbeerlikör	Likör	Likör; Likörwein; Johannisbeerlikör	Likör; Likörwein; Johannisbeerlikör; Mandellikör; Orangenlimonade
LK00343	Keizen	Keizen	Substantiv	2.	schlechter Wein, Krätzer	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Weinbrand; Tafelwein
LK00372	Kelterwein	Kelterwein	Substantiv		Wein von gekelterten Trauben im Gegensatz zu	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Gänsewein	Rebensaft; Wein; Gänsewein; Weinwarm; Kranenberger
LK00547	Kirsch	Kirsch	Substantiv	2.	Kirschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschgeist; Kirschwasser	Kirschwasser; Kirsch	Kirschwasser; Kirsch; Kirschgeist	Kirschwasser; Kirsch; Kirschgeist; Schokoladentrank; Marillenschnaps; Punsch
LK01060	Kowen-bretchen	Kowenbretchen	Substantiv		Gläschen Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein; Branntwein	Branntewein; Branntwein; Anisschnaps; Schnaps	Branntewein; Branntwein; Anisschnaps; Schnaps; Feuerwasser; Kurzer
LK01499	Kwetsch I	Kwetsch	Substantiv	2.	Zwetschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand	Zwetschgenschnaps; Zwetschgenbrand; Pflaumenbranntwein; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand; Pflaumenbranntwein; Zwetschgenwasser; Aprikosenbrand; Aprikosenschnaps
LK01505	Kwetschwasser	Kwetschwasser	Substantiv		Zwetschenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand	Zwetschgenschnaps; Zwetschgenbrand; Pflaumenbranntwein; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand; Pflaumenbranntwein; Zwetschgenwasser; Aprikosenbrand; Glühwein
LL00401	Lier	Lier	Substantiv		Holzapfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelperlwein; Apfelwein	Apfelperlwein; Apfelschaumwein	Apfelperlwein; Apfelwein; Apfelschaumwein	Apfelperlwein; Apfelwein; Apfelschaumwein; Apfelschorle; Apfelsaft; Palmwein; Obstwein
LM00027	Mawebitter	Mawebitter	Substantiv		Magenbitter	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Digestif; Magenbitter; Verdauungsschnaps	Magenbitter	Magenbitter; Digestif; Verdauungsschnaps	Magenbitter; Digestif; Verdauungsschnaps; Absinth; Wermutschnaps; Wermutbranntwein
LM00226	Matten	Matten	Substantiv	1.	geronnene Milch, aus der Käse gemacht wird; Käsmatte	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	haltbare Milch	haltbare Milch; H-Milch; Schickermilch	haltbare Milch; H-Milch; Schickermilch; Magermilch; Buttermilch
LM00280	Mehlsuffe	Mehlsuffe	Substantiv		Trank mit beigemischtem M. für die Haustiere	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Trank; Trunk; Gesöff; Getränk; Türkentrank; Trinkbares	das Trinken; Trank; Trunk; Getränk; Drink; Gesöff; Türkentrank; Trinkbares; Trinkware
LM00317	Melkersch	Melkersch	Substantiv		soviel Milch, als in einem Mal gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch	Milch; Magermilch; Kaffee mit aufgeschäumter Milch	Milch; Magermilch; Kaffee mit aufgeschäumter Milch; Milchmischgetränk; Milchmixgetränk
LM00416	Milch	Milch	Substantiv		Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch	Milch; Trinkmilch; Schickermilch	Milch; Trinkmilch; Schickermilch; Dosenmilch; Pflanzenmilch
LM00470	Mirabell	Mirabell	Substantiv	2.	Mirabellenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Anisschnaps; Brandy	Anisschnaps; Branntewein; Kurzer; Brandy; Absinth	Anisschnaps; Branntewein; Kurzer; Branntwein; Feuerwasser; Brandy; Absinth; Wodka
LM00620	Moschketeller	Moschketeller	Substantiv		Muskatellertraube, –wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Portwein; Traubenmost	Rebensaft; Portwein; Traubenmost; Weinwarm; Tafelwein
LM00677	Mupp	Mupp	Substantiv		schlechter, minderwertiger Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Fusel	Fusel; Kurzer; Branntewein; Schnaps; Weinbrand	Fusel; Kurzer; Branntewein; Branntwein; Schnaps; Feuerwasser; Weinbrand
LM00713	Musikante-brih	Musikantebrih	Substantiv		(eigentl. Musikantenbrühe) verächtl. für schlechten Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Geplämpe; Plörre	Geplämpe; Plempe; Plampel; Plämpe; Plörre; Geschlapp	Geplämpe; Plempe; Plampel; Lurke; Geschlapp; Plämpe; Plörre; Gesöff
LN00228	Ninni	Ninni	Substantiv		Milch in der Kindersprache	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch	Milch; Milchmischgetränk; Trinkmilch	Milch; Milchmischgetränk; Trinkmilch; Milchmixgetränk; Magermilch
LO00248	Owes-dronk	Owesdronk	Substantiv		Abendtrunk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Gesöff; Trunk; das Trinken	Gesöff; Trank; Drink; Trunk; das Trinken	Gesöff; Trank; Drink; Trunk; Getränk; das Trinken
LO00251	Owesstrach	Owesstrach	Substantiv		die am Abend gemolkene Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch	Milch; Dosenmilch; haltbare Milch	Milch; Dosenmilch; haltbare Milch; Schickermilch; H-Milch
