xml:id	Lemma	Wortart	Level	Definition	Konzept	Konzept_gemappt	Distanz_minimal	Distanz_Durchschnitt	Kante_min
EH00171	Huch	Substantiv	3.	Spottname für Personen beiderlei Geschlechts, die viel geistige Getränke zu sich nehmen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH00214	Hudel	Substantiv	3.	liederliche, bes. in der Kleidung nachlässige Person; Lump, Säufer, wilder, ungestümer Mensch, schlechter Arbeiter, der alles nur obenhin macht	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH00479	Wirtshushocker	Substantiv		Stammgast, der immer in der Wirtschaft zu finden	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH00642	Windhals	Substantiv	2.	langhalsige Flasche mit einem Rauminhalt von etwa	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH00857	Hahn(e)	Substantiv	3.	Wirtshaus zum Hahn	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH00857	Hahn(e)	Substantiv	5.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH01228	hops	Adjektiv	3.	ist angetrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH01237	Hüps	Substantiv		Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH01413	Schrëpfhörnle, Schrëpfhörnel	Substantiv	2.	kleines Bierglas	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH01490	Hirz	Substantiv	4.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH01490	Hirz	Substantiv	5.	Wirtshausschild	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH01600	Wirtshus	Substantiv		Wirtschaft, Gastwirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH01674	Hutt(e)	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH01683	Hut	Substantiv	3.	Haut auf der Milch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EJ00209	jästig, jastig	Adjektiv	1.	in Gärung begriffen, brausend (Wein)	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	9	9.0	
EK00019	Keib	Substantiv	4.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK00064	Schöpfkübel	Substantiv	1.	kleiner hölzerner Kübel zum Schöpfen von Wasser oder Wein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK00069	Kachel(e)	Substantiv	2.	irdenes Gefäss, Topf, mit rundem Boden und senkrechten Wänden, bes. zum Aufbewahren von Milch; Schüssel, grosse Kaffeetasse; Nachtgeschirr; Isolator der Telegraphenstange	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK00182	Kaffee, Kaffi	Substantiv	2.	Kaffeehaus	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	9	9.0	
EK00185	Kaffinell	Substantiv	2.	Kaffeeschwester	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK00193	Käfer	Substantiv	2.	leichter Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK00380	verkalchen	Verb	2.	(den Kaffee) überzuckern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK00427	Kam(e)rad	Substantiv	5.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK00555	Kann	Substantiv	1.	Kännchen, auch für Milch, Petrol u. s. w., bes. aber für Bier; ein Zehntel Liter enthaltend. In früherer Zeit wurde das Bier in Krügen aus Steingut, mit dem Zeichen	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	9	9.0	
EK00577	Kanon(e)	Substantiv	3.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK00942	Inkehr	Substantiv		Einkehr	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK00947	i(n) kehren	Verb	1.	einkehren	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK01253	Kasten	Substantiv	11.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK01280	Kist(e)	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK01313	Käter	Substantiv		Weinrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK01340	Kittel	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK01385	Kuttel	Substantiv	4.	dicke Person, Fresser, Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK01714	klutteren	Verb	1.	plätschern, in Flüssigkeiten Blasen und gurgelnde Töne hervorbringen, z. B. beim Sieden, beim Sprudeln einer Quelle, beim Einschenken aus einer Flasche, beim Waschen, bes. beim Spielen im Wasser	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	9	9.0	
EK01976	knautschen, knotschen	Verb	4.	Wein mit Wasser vermengen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK02087	Krueg	Substantiv	2.	Trunkenbold, Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK02120	Krall(e)	Substantiv	2.	Luftbläschen auf Wein od. Branntwein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK02258	krärzen	Verb	2.	prickeln (vom gährenden neuen Wein)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK02568	Kräz(en)	Substantiv	5.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EK02580	Kritzer	Substantiv	4.	kleiner Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EL00342	Lader	Substantiv	2.	Dampf, Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EL00344	Lading	Substantiv	3.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EL00532	Durchluft	Substantiv	1.	Wirtshaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EL00559	Winlogel	Substantiv	2.	Trunkenbold, Schimpfn. für einen Bewohner der oberels. Weingegend	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EL00683	lack	Adjektiv	2.	wässerig, von Getränken, Früchten	kein_Trinken	Getränk	9	9.0	
EL00824	Lump	Substantiv		Lump, Verschwender, Trunkenbold, schlechter Mensch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EL00827	lumpen	Verb		nichts arbeiten und statt dessen im Wirtshaus liegen und trinken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EL00951	Lind(en)	Substantiv	2.	Wirtshausschild	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EL01034	Füchtlappen	Substantiv		Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EL01180	Lappenlur(e), Lappenlür	Substantiv	3.	Kaffeeschwester	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EL01229	usen	Verb	1.	ablassen (Wein)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EL01574	Wirtslüt	Substantiv		Wirt und Wirtin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EM00635	Mëmmi	Substantiv	2.	Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EM00899	mapull	Adjektiv	2.	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EM01245	Fëldmësser 	Substantiv	2.	Betrunkener	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EN00031	Nëbel	Substantiv	3.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EN00094	nüechter(e)n	Adjektiv	1a)	in der Tagesfrühe weder Speise noch Trank zu sich genommen habend	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EN00478	Schnapsnas(e)	Substantiv		rote Nase eines Säufers	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EN00481	Sufnas	Substantiv		Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP00149	Buch II	Substantiv	2.	Bauch einer Flasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP00202	Büchs(e)	Substantiv	3.	Flasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP00379	Bügel	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP00542	bocken	Verb	4.	übel riechen; schlecht schmecken, vom weichen Wein	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	9	9.0	
EP00645	Boll II	Substantiv	2.	Gefäß, in dem Glühwein aufgetragen wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP00919	bamberschieren	Verb		unnötig viel Geld verzehren, bes. im Wirtshaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP00922	Bample, Bampel	Substantiv	†7.	Flasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP01053	Kaffebohn(e)	Substantiv		Kaffeebohne	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP01137	Strumpfbëndel 	Substantiv	2.	Schaum auf dem Bier	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP01174	Bunden, Punten	Substantiv	3.	Korkstopfen auf der Flasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP01191	Bëngel	Substantiv	3.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP01282	bun(t)schen, bunzen	Substantiv	4.	(Wein) fälschen, mit Wasser versetzen Westhalten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP01325	bappig, bäppig	Adjektiv	4.	weich, vom Wein	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	9	9.0	
EP02080	Position	Substantiv	2.	ein gewöhnliches Trinkglas voll Schnaps	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP02169	Buschong	Substantiv		Korkstöpsel, Pfropfen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP02333	Gebot	Substantiv	5.	beim Zutrinken scherzh. für frz. à votre santé in Verbind. mit dem kurzen à la vôtre in Alle Gebot Santé! wohl bekomm's!	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP02361	Butëll(e)	Substantiv	1.	Flasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP02366	Schnapsbutëll	Substantiv		Schnapsflasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP02376	Butik	Substantiv	3.	kleine, unsaubere Wirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP02415	Harbütel	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP02545	bitzelëcht, bitzlig	Adjektiv	2.	prickelnd, vom Wein	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	9	9.0	
EP02699	Bettpfann(e)	Substantiv	1.	Bettflasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP02814	pfutlen, pfuttlen	Verb	1.	quallern, mit Geräusch hervordringen (wie Wasser aus einer Flasche)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP03009	pflätschen	Verb	3.	Wein und Branntwein heimlich verkaufen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP03844	Brënner, Brenner 	Substantiv	1.	Branntweinbrenner	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP03849	Brënnet 	Substantiv	1.	soviel Branntwein man auf einmal brennen kann	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EP03894	Brand	Substantiv	7.	Rausch	kein_Trinken	Durst	9	9.0	
EP03894	Brand	Substantiv	6.	Inhalt eines Kessels, beim Destillieren von Branntwein	kein_Trinken	Durst	9	9.0	
EP03894	Brand	Substantiv	10.	lokal: Gelände, wo guter Wein wächst	kein_Trinken	Durst	9	9.0	
EP03930	Brenz, Brënz	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EQ00056	Quast	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ER00069	Ribo(tt)	Substantiv		Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ER00383	regalieren	Verb	1.	bewirten, die Zeche bezahlen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ER00383	regalieren	Verb	2.	sich durch Speise und Trank laben, sich's wohl schmecken lassen, sich an einer Lieblingsspeise satt essen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ER00670	Rämpes	Substantiv	2.	leichter Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ER01207	rösch	Adjektiv	2.	vom Wein, sauer	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	9	9.0	
ER01209	Rusch I	Substantiv		Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ER01508	Ratzer	Substantiv	2.	saurer Geschmack beim Wein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00043	Sabel	Substantiv	3.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00046	Schleifsabel	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00047	Schleppsabel	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00139	versuechen	Verb	3.	kosten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00281	ab sufen	Verb	1.	durch übermässiges Trinken seine Gesundheit untergraben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00283	bsoffen	Adjektiv	1.	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00287	versufen	Verb	2.	durch Trinken verprassen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00288	versoffen	Adjektiv	3.	den Trinker kennzeichnend	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00288	versoffen	Adjektiv	1.	ertrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00300	Vollsufer	Substantiv		Säufer allg.	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00302	Suffus	Substantiv		Säufer, Lump	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00308	suffig	Adjektiv		gut zum Trinken, trinkbar	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00485	Dudelsack	Substantiv	5.	Betrunkener	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00529	Schnappsack	Substantiv	3.	Innere Tasche in Rock oder Weste, wohin man Gegenstände steckt, die man nicht gern verlieren will, u. a. auch die Schnapsflasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00572	Katzenseckel	Substantiv	2.	Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES00668	sëlig, selig	Adjektiv	1.	glücklich, bes. im Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES01041	Milchsupp(e)	Substantiv	1.	Suppe aus Milch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES01273	Kaffeesatz	Substantiv		Bodensatz in der Kaffeekanne oder –tasse	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES01280	an setzen	Verb	4.	anstellen, Schnaps, Essig u. Dergl.	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	9	9.0	
ES01714	schicker	Adjektiv		betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES01766	schël 	Adjektiv	4.	hellrot gefärbt, vom Wein	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	9	9.0	
ES01770	schiel	Adjektiv	2.	hellrot, vom Wein; frz	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	9	9.0	
ES01823	Schild	Substantiv	1.	Schild am Wirtshaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES01924	scheneros, schenerös	Adjektiv	2.	zurückhaltend im Essen und Trinken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES02012	in schënken	Verb		einschenken, von Getränken	kein_Trinken	Getränk	9	9.0	
ES02013	us schënken	Verb		Getränke ausschenken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES02186	Schërben, Schirben, Schirmen	Substantiv	3.	Milchtopf von 1 Lit. Inhalt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES02246	Schassör	Substantiv	3.	du hast einen Affen, bist betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES02278	Bettschisser	Substantiv	3.	zottige, schwarze Rotwein-Traube	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES02536	Winschluch	Substantiv	2.	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES02601	schlifen	Verb	5.	leicht angetrunken sein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES02687	Schlegel	Substantiv	5.	grosse, hohe Flasche; Demin. kleines Hohlmass für Hülsenbohnen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES02725	Schluck	Substantiv	1.	Schluck, Zug	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES02739	Gschlamassel(s)	Substantiv	6.	die Zeche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES02764	Schlamper	Substantiv	2.	grosse, blaue Traubenart, die selten reif wird. Der Wein erhält durch sie eine gefällige Farbe	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES03158	Schmier(e)	Substantiv	5.	Zeche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES03172	schmieren	Verb	3.	den Wein verfälschen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES03420	an schnallen	Verb	2.	aufbürden, eine Lüge oder auch die Zeche im Wirtshaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES03508	schnäpslen	Verb	2.	intr. nach Schnaps riechen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES03509	verschnäpslen	Verb		in Schnaps vertrinken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES03510	Schnapser	Substantiv		Schnapstrinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES03804	schwëblen, schwëflen 	Verb	1.	schwefeln, vom Wein	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	9	9.0	
ES03849	geschwullen, geschwollen 	Adjektiv	3.	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES03888	Schwan	Substantiv		Wirtshausschild	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES04354	Spitz, Spitzen	Substantiv	8.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES04428	gesprickelt 	Adjektiv	2.	leicht angetrunken und darum nicht recht bei Sinnen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES04430	gespricklig 	Substantiv	2.	verklärt, vom Gesicht nach einem besseren Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES04526	gespritzt , gesprezt	Adjektiv	2.	ein wenig betrunken, halb verrückt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES04532	Spritzer, Spretzer	Substantiv	4.	leichter Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES04586	Staub	Substantiv	3.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES04600	Stäüber	Substantiv	3.	leichter Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES04639	Stüber	Substantiv	1.	kleiner Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES04667	Stich	Substantiv	5.	leichter Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES04677	stichlen	Verb	2.	säuerlich werden (vom Wein)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES04757	Stëfzen	Substantiv	5.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES04830	uf stecken	Verb	4.	um das Trinkgeld spielen, von den Musikanten bei Festen. Zu einer bestimmten Stunde verlassen Musiker und die Tanzenden, letztere paarweise, das Tanzlokal und begeben sich in die Wirtschaftsräume, woselbst von den Musikern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES05133	Stümple, Stümpel	Substantiv	3.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES05345	Stipper	Substantiv	4.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES05402	Stipser	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES05412	stierig	Adjektiv	5.	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES05458	Sturm	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES05601	Stütz(e)	Substantiv	2.	Küferkübel, zugleich Hohlmass für Wein, mit verschiedenem Rauminhalt, in der Regel 10 l, aber auch 12-15. Die Liter sind gekennzeichnet durch eingetriebene Nägel oder Pflöcke	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES05640	Strubel	Substantiv	11.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ES05713	strack	Adjektiv	4.	sinnlos (steif) betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET00024	Tee	Substantiv	1.	Teeblätter	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	9	9.0	
ET00077	täübelen	Verb	4.	in der Betrunkenheit dumme Faxen machen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET00137	Dächle, Dächel	Substantiv	3.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET00223	betuech(t), betaücht 	Adjektiv	2.	betrunken, und in diesem Zustande dann reich, zufrieden	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET00269	Dudel	Substantiv	3.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET00272	bedudelt	Verb		betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET00282	Dudi	Substantiv	1.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET00311	taüfen, täüfen	Verb	5.	mit Wasser versetzen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET00481	Dackel	Substantiv		Verwirrung, Betäubung, Taumel, Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET00532	dick I	Adjektiv	5.	geronnen, von der Milch	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	9	9.0	
ET00631	tollicht	Adjektiv	2.	eingenommen, vom Kopf, sei es infolge zu starken Genusses geistiger Getränke, sei es infolge dumpfer Luft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET00753	Dämpes,Dampes 	Substantiv		Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET00756	Dampf	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET00942	Tante	Substantiv	3.	Hurenwirtin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET01264	Turlitam, Tirlitam, Tirlitum, Turlutu	Substantiv	5.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET01281	Türmel	Substantiv	3.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET01396	Dusel	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET01400	beduselt	Adjektiv		betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET01401	duselig	Adjektiv	3.	leicht betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET01548	Dutt	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET01844	uf tragen	Verb	1.	auftischen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET01862	Traget(e)	Substantiv	3.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET01939	Druck	Substantiv	2.	soviel auf einmal gepresst oder gekeltert wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
ET02153	tränken	Verb	1.	das Vieh tränken, scherzh. auch vom Menschen: zu trinken geben	kein_Trinken	Trinken	9	9.0	
EW00497	Wëll(e)	Substantiv	3.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EW00723	gewinnen	Verb	2.	Wein abzapfen durch die kleine mit hölzernem Keil verschlossene Öffnung	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EW00919	wërden	Verb	5.	beim Kartenspiel die Zeche oder einen Teil derselben verlieren	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
