xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Konzept_gemappt
LE00198	Enkel	Enkel	Substantiv		Fußknöchel, Enkel	['Fußknöchel', 'Enkel']	kein_Trinken					
LM00254	Mawe	Mawe	Substantiv		Magen	['Magen']	kein_Trinken			Magen	kein_Trinken	kein_Trinken
LN00340	Nunn	Nunn	Substantiv		Nonne, Klosterfrau. Rda	['Nonne', 'Klosterfrau. Rda']	kein_Trinken					
LR00683	Russ	Russ	Substantiv	1.	Russe	['Russe']	kein_Trinken			Russe	kein_Trinken	kein_Trinken
LS02261	Streck-isen	Streckisen	Substantiv		Bügeleisen	['Bügeleisen']	kein_Trinken			Bügeleisen	kein_Trinken	kein_Trinken
LH00472	Henner	Henner	Substantiv		männl. Vorname Heinrich	['männl. Vorname Heinrich']	kein_Trinken					
LK01239	Krippel	Krippel	Substantiv	1.	Krüppel	['Krüppel']	kein_Trinken			Krüppel	kein_Trinken	kein_Trinken
LZ00177	Ziwel-kalenner	Ziwelkalenner	Substantiv		Zwiebelkalender. Zum Vorherbestimmen des Wetters für die 12 Monate des künftigen Jahres werden während der Weihnachtsnacht 12 Stücke einer Zwiebel mit Salz belegt; je nach der Feuchtigkeit od. Trockenheit derselben wird der betreffende Monat naß od. trocken sein.	['Zwiebelkalender. Zum Vorherbestimmen des Wetters für die 12 Monate des künftigen Jahres werden während der Weihnachtsnacht 12 Stücke einer Zwiebel mit Salz belegt', 'je nach der Feuchtigkeit od. Trockenheit derselben wird der betreffende Monat naß od. trocken sein.']	kein_Trinken					
LM00432	Milings-spiel	Milingsspiel	Substantiv		Ziehen der Losnummer, Aushebung der Rekruten	['Ziehen der Losnummer', 'Aushebung der Rekruten']	kein_Trinken					
LS00079	Salopp	Salopp	Substantiv		schmutzige Weibsperson	['schmutzige Weibsperson']	kein_Trinken					
LH00862	Huffen	Huffen	Substantiv	1.	Haufen	['Haufen']	kein_Trinken			Haufen	kein_Trinken	kein_Trinken
LE00014	Edel-frau	Edelfrau	Substantiv		adelige Dame	['adelige Dame']	kein_Trinken					
LG00766	Gickes	Gickes	Substantiv	1.	Stolz, Hochmut	['Stolz', 'Hochmut']	kein_Trinken					
LK00261	Kass-meier	Kassmeier	Substantiv		Name des obersten Vogteibeamten, des Meiers der ganzen Vogtei. Seine Befugnisse werden folgendermaßen umgrenzt	['Name des obersten Vogteibeamten', 'des Meiers der ganzen Vogtei. Seine Befugnisse werden folgendermaßen umgrenzt']	kein_Trinken					
LK01511	Kwisel	Kwisel	Substantiv		scheinheilige Person, Betschwester .	['scheinheilige Person', 'Betschwester .']	kein_Trinken					
LB01432	Prester-duttler	Presterduttler	Substantiv		Spitzname der Einwohner von Obergailbach	['Spitzname der Einwohner von Obergailbach']	kein_Trinken					
LB00743	Bide	Bide	Substantiv	1.	kleines Pferd	['kleines Pferd']	kein_Trinken					
LM00525	Mo	Mo	Substantiv		Magen	['Magen']	kein_Trinken			Magen	kein_Trinken	kein_Trinken
LG00913	Gnatsch	Gnatsch	Substantiv		Klatschbase	['Klatschbase']	kein_Trinken			Klatschbase	kein_Trinken	kein_Trinken
LB01196	Polett	Polett	Substantiv	1.	Achseltroddel, Epaulette	['Achseltroddel', 'Epaulette']	kein_Trinken					
LL00286	Leit I	Leit	Substantiv		Schicht	['Schicht']	kein_Trinken			Schicht	kein_Trinken	kein_Trinken
LH00270	Hase-brot	Hasebrot	Substantiv	1.	frisches, aus neuem Korn gebackenes Brot, überh. Schwarzbrot	['frisches', 'aus neuem Korn gebackenes Brot', 'überh. Schwarzbrot']	kein_Trinken					
LK01183	Krempel	Krempel	Substantiv		Trödel, Kleinverkauf	['Trödel', 'Kleinverkauf']	kein_Trinken					
LH00758	Holz	Holz	Substantiv		Holz	['Holz']	kein_Trinken			Holz	kein_Trinken	kein_Trinken
LR00237	Reff I	Reff	Substantiv		Wasserabfluß	['Wasserabfluß']	kein_Trinken			Wasserabfluß	kein_Trinken	kein_Trinken
LG00742	Ge-wirzels	Gewirzels	Substantiv		Wurzelverzweigung, Wurzelwerk	['Wurzelverzweigung', 'Wurzelwerk']	kein_Trinken					
LH00316	Hauscht	Hauscht	Substantiv		auf dem Felde zusammengestellter Haufe Getreide, Heu, Klee	['auf dem Felde zusammengestellter Haufe Getreide', 'Heu', 'Klee']	kein_Trinken					
LW00123	Warzel	Warzel	Substantiv		Warze. In der Saargegend entfernt man dieselben durch Umbinden eines Seidenfadens, der immer enger gezogen wird u. so lange bleibt, bis die Warzen absterben	['Warze. In der Saargegend entfernt man dieselben durch Umbinden eines Seidenfadens, der immer enger gezogen wird u. so lange bleibt', 'bis die Warzen absterben']	kein_Trinken					
LB00610	Bes	Bes	Substantiv		Kuß	['Kuß']	kein_Trinken			Kuß	kein_Trinken	kein_Trinken
LK00097	Kamelot	Kamelot	Substantiv		schlechte Ware	['schlechte Ware']	kein_Trinken					
LZ00093	Zeremonie	Zeremonie	Substantiv	1.	kirchliche Aufführungen	['kirchliche Aufführungen']	kein_Trinken					
LO00079	Ohr-kapp	Ohrkapp	Substantiv	1.	Ohrenkappe der Pferde	['Ohrenkappe der Pferde']	kein_Trinken					
LK00629	Kläpper II	Kläpper	Substantiv		altes Pferd	['altes Pferd']	kein_Trinken					
LS00518	Schind-mähr	Schindmähr	Substantiv	1.	Schindmähre; alter, elender Gaul	['Schindmähre', 'alter', 'elender Gaul']	kein_Trinken					
LM00401	Mih	Mih	Substantiv		Mühe	['Mühe']	kein_Trinken			Mühe	kein_Trinken	kein_Trinken
LD00935	Dropp	Dropp	Substantiv	1.	Trupp, Schar, Anzahl, Haufe von Menschen od. Tieren	['Trupp', 'Schar', 'Anzahl', 'Haufe von Menschen od. Tieren']	kein_Trinken					
LS01104	Schoning	Schoning	Substantiv		Schonung	['Schonung']	kein_Trinken			Schonung	kein_Trinken	kein_Trinken
LL00307	Lenkert	Lenkert	Substantiv		Langbalken am Wagen	['Langbalken am Wagen']	kein_Trinken					
LS01178	Schriner	Schriner	Substantiv		Schreiner	['Schreiner']	kein_Trinken			Schreiner	kein_Trinken	kein_Trinken
LH00056	Häkel	Häkel	Substantiv		Häkelnadel	['Häkelnadel']	kein_Trinken			Häkelnadel	kein_Trinken	kein_Trinken
LD00892	Driwen	Driwen	Substantiv		das Jenseits	['das Jenseits']	kein_Trinken					
LS01994	Stefter	Stefter	Substantiv		Stifter	['Stifter']	kein_Trinken			Stifter	kein_Trinken	kein_Trinken
LD01189	Tutu	Tutu	Substantiv		Hund in der Kindersprache	['Hund in der Kindersprache']	kein_Trinken					
LS00617	Schlamp I	Schlamp	Substantiv		Schmaus, Festmahl, bes. Leichen- und Kindtaufschmaus	['Schmaus', 'Festmahl', 'bes. Leichen- und Kindtaufschmaus']	kein_Trinken					
LB00947	Plank	Plank	Substantiv		Planke	['Planke']	kein_Trinken			Planke	kein_Trinken	kein_Trinken
LS00572	Schit	Schit	Substantiv		Scheit Holz	['Scheit Holz']	kein_Trinken					
LL00138	Läpp II	Läpp	Substantiv		Schlamm	['Schlamm']	kein_Trinken			Schlamm	kein_Trinken	kein_Trinken
LA00260	Angel	Angel	Substantiv	1.	Stachel, bes. der Biene	['Stachel', 'bes. der Biene']	kein_Trinken					
LB01318	Boustof	Boustof	Substantiv		Buchstabe	['Buchstabe']	kein_Trinken			Buchstabe	kein_Trinken	kein_Trinken
LS00397	Scheiss-mek	Scheissmek	Substantiv		Schmeißfliege, gemeine Schlammfliege	['Schmeißfliege', 'gemeine Schlammfliege']	kein_Trinken					
LR00483	Rissius	Rissius	Substantiv		(scherzh.) einer, der viel Kleider zerreißt	['(scherzh.) einer, der viel Kleider zerreißt']	kein_Trinken					
LR00588	Rot-hus	Rothus	Substantiv		Rathaus	['Rathaus']	kein_Trinken			Rathaus	kein_Trinken	kein_Trinken
LK00306	Kauze-kopp	Kauzekopp	Substantiv	1.	Kaulquappe	['Kaulquappe']	kein_Trinken			Kaulquappe	kein_Trinken	kein_Trinken
LK01217	Krid	Krid	Substantiv		Kreide	['Kreide']	kein_Trinken			Kreide	kein_Trinken	kein_Trinken
LB00421	Behennichkät	Behennichkät	Substantiv		Behendigkeit	['Behendigkeit']	kein_Trinken			Behendigkeit	kein_Trinken	kein_Trinken
LF00048	Famill	Famill	Substantiv		Familie, Verwandtschaft	['Familie', 'Verwandtschaft']	kein_Trinken					
LN00236	Nips	Nips	Substantiv		unentwickeltes Kind, das nichts essen will	['unentwickeltes Kind, das nichts essen will']	kein_Trinken					
LK01200	Kresch	Kresch	Substantiv		Kleie	['Kleie']	kein_Trinken			Kleie	kein_Trinken	kein_Trinken
LH00175	Hang	Hang	Substantiv	1.	Hang, Abhang	['Hang', 'Abhang']	kein_Trinken					
LF01282	Frosch	Frosch	Substantiv	1.	Frosch	['Frosch']	kein_Trinken			Frosch	kein_Trinken	kein_Trinken
LK00646	Klauschder	Klauschder	Substantiv		Vorhängeschloß	['Vorhängeschloß']	kein_Trinken			Vorhängeschloß	kein_Trinken	kein_Trinken
LD01124	Durch-zuck	Durchzuck	Substantiv		Schw. Balken unter der Decke, der gewöhnlich heraustritt u. bloß übertüncht ist	['Schw. Balken unter der Decke, der gewöhnlich heraustritt u. bloß übertüncht ist']	kein_Trinken					
LK01148	Krebs	Krebs	Substantiv		Krebs (auch als Krankheit)	['Krebs (auch als Krankheit)']	kein_Trinken					
LI00185	iwer-hewen	iwerhewen	Verb		zu schwer heben, so daß man sich einen Schaden zuzieht	['zu schwer heben', 'so daß man sich einen Schaden zuzieht']	kein_Trinken					
LF00537	ver-näjen	vernäjen	Verb		vernähen, zu Ende nähen	['vernähen', 'zu Ende nähen']	kein_Trinken					
LS00860	schmodeln	schmodeln	Verb	1.	ungeschickt, schlecht kochen	['ungeschickt', 'schlecht kochen']	kein_Trinken					
LB00633	be-schnaksen	beschnaksen	Verb		vorwitzig besehen, untersuchen, die Nase hineinstecken	['vorwitzig besehen', 'untersuchen, die Nase hineinstecken']	kein_Trinken					
LN00142	nennen	nennen	Verb	1.	nennen	['nennen']	kein_Trinken			nennen	kein_Trinken	kein_Trinken
LD01147	turren	turren	Verb		zerren, stoßen	['zerren', 'stoßen']	kein_Trinken					
LB01083	plompen	plompen	Verb	1.	schwer hinfallen, plumpen	['schwer hinfallen', 'plumpen']	kein_Trinken					
LE00322	er-wannen	erwannen	Verb	1.	wiedergewinnen	['wiedergewinnen']	kein_Trinken			wiedergewinnen	kein_Trinken	kein_Trinken
LD01077	dummlen, sich	dummlen, sich	Verb		sich eilen	['sich eilen']	kein_Trinken					
LN00045	nah-setzen	nahsetzen	Verb		nachlaufen	['nachlaufen']	kein_Trinken			nachlaufen	kein_Trinken	kein_Trinken
LF00427	ver-juwle	verjuwle	Verb		verjubeln	['verjubeln']	kein_Trinken			verjubeln	kein_Trinken	kein_Trinken
LW00068	wall-fahren	wallfahren	Verb		eine Wallfahrt machen	['eine Wallfahrt machen']	kein_Trinken					
LR00273	reihen	reihen	Verb		reihen, in die Reihe stellen	['reihen', 'in die Reihe stellen']	kein_Trinken					
LK00169	kappeisen, sich	kappeisen, sich	Verb		sich zanken, streiten, prügeln	['sich zanken', 'streiten', 'prügeln']	kein_Trinken					
LW00177	watzen	watzen	Verb		rasch, in kleinen Schritten gehen	['rasch', 'in kleinen Schritten gehen']	kein_Trinken					
LS01144	schrampen, schrompen, schrompelen	schrampen, schrompen, schrompelen	Verb		schrumpfen	['schrumpfen']	kein_Trinken			schrumpfen	kein_Trinken	kein_Trinken
LH00249	härten	härten	Verb		aushalten	['aushalten']	kein_Trinken			aushalten	kein_Trinken	kein_Trinken
LU00188	us-butschen	usbutschen	Verb		entgleiten	['entgleiten']	kein_Trinken			entgleiten	kein_Trinken	kein_Trinken
LS01436	selen I	selen	Verb	1.	sudeln, beschmutzen	['sudeln', 'beschmutzen']	kein_Trinken					
LK00131	kanen	kanen	Verb		schwätzen	['schwätzen']	kein_Trinken			schwätzen	kein_Trinken	kein_Trinken
LS00209	schacheren	schacheren	Verb		schachern, handeln	['schachern', 'handeln']	kein_Trinken					
LB00932	pla'en	pla'en	Verb		plagen	['plagen']	kein_Trinken			plagen	kein_Trinken	kein_Trinken
LU00186	us-blosen	usblosen	Verb		ausblasen	['ausblasen']	kein_Trinken			ausblasen	kein_Trinken	kein_Trinken
EZ00034	zubelen	zubelen	Verb		zupfen, an den Haaren reissen	['zupfen', 'an den Haaren reissen']	kein_Trinken					
EA01408	Äsche	Äsche	Substantiv		Asche	['Asche']	kein_Trinken			Asche	kein_Trinken	kein_Trinken
EW01200	Weisen, Weizen	Weisen, Weizen	Substantiv		Urinblase des Schweines; Kinder füllen dieselbe oft mit Luft, welche sie beim Ausströmen durch Zusammenpressen zum Knallen bringen	['Urinblase des Schweines', 'Kinder füllen dieselbe oft mit Luft, welche sie beim Ausströmen durch Zusammenpressen zum Knallen bringen']	kein_Trinken	Weizen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier			Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; 
EF01011	Fëttich, Fëgten 	Fëttich, Fëgten	Substantiv	1.	Flügel  eines Vogels, einer Gans, einer Windmühle, eines Spinnrads; Rockflügel, Rockschoss, verächtl. herabhängende Fetzen	['Flügel  eines Vogels', 'einer Gans', 'einer Windmühle', 'eines Spinnrads', 'Rockflügel', 'Rockschoss', 'verächtl. herabhängende Fetzen']	kein_Trinken					
EK02340	Krett	Krett	Substantiv		Knochengerüst eines Geflügels, Korb	['Knochengerüst eines Geflügels', 'Korb']	kein_Trinken					
ES03200	Schmirlen	Schmirlen	Substantiv		Art Wasservögel	['Art Wasservögel']	kein_Trinken					
ES01977	Schindel	Schindel	Substantiv	1.	dünne, aber breite Hölzer aus Tannenholz unter den Ziegeln	['dünne', 'aber breite Hölzer aus Tannenholz unter den Ziegeln']	kein_Trinken					
ES05352	stipitzen	stipitzen	Verb		Glimpfw. für stehlen	['Glimpfw. für stehlen']	kein_Trinken					
EL01400	Laster	Laster	Substantiv		Laster	['Laster']	kein_Trinken			Laster	kein_Trinken	kein_Trinken
ET02351	Tscho	Tscho	Substantiv		Kopf	['Kopf']	kein_Trinken			Kopf	kein_Trinken	kein_Trinken
EF00794	First	First	Substantiv	1.	Giebelbalken, Dachträger, Dachfirste	['Giebelbalken', 'Dachträger', 'Dachfirste']	kein_Trinken					
ET00935	Dienst	Dienst	Substantiv	1.	Dienst, Gefallen	['Dienst', 'Gefallen']	kein_Trinken					
ET01767	Drach, Drachen, Dracher	Drach, Drachen, Dracher	Substantiv	1.	feuriges Ungeheuer. Das Volk glaubt noch heute an fürigi Drachen, die bei Nacht durch die Luft fliegen und wo sie einfahren, Schätze bringen	['feuriges Ungeheuer. Das Volk glaubt noch heute an fürigi Drachen, die bei Nacht durch die Luft fliegen und wo sie einfahren', 'Schätze bringen']	kein_Trinken					
EK00230	keief	keief	Adjektiv		an einem Unfug, einer Gaunerei beteiligt; schuldig	['an einem Unfug', 'einer Gaunerei beteiligt', 'schuldig']	kein_Trinken					
EZ00664	zwacken	zwacken	Verb	1.	wegnehmen bes. im Spasse, ähnlich wie stipitzen, stratzen	['wegnehmen bes. im Spasse', 'ähnlich wie stipitzen', 'stratzen']	kein_Trinken					
ET01393	dus	dus	Adjektiv	1.	still, ruhig, friedlich, sittsam usw	['still', 'ruhig', 'friedlich', 'sittsam usw']	kein_Trinken					
ES02732	Schluck(e), Schlück	Schlucke, Schluck, Schlück	Substantiv	1.	Öffnung, Lücke eines Zaunes allg	['Öffnung', 'Lücke eines Zaunes allg']	kein_Trinken					
ES00849	Simoni	Simoni	Substantiv		Mond	['Mond']	kein_Trinken			Mond	kein_Trinken	kein_Trinken
EL01351	Lues, Los, Lus, Luenz	Lues, Los, Lus, Luenz	Substantiv		Scharre, vom Bäcker zum Sammeln der Asche od. Kohlen, vom Strassenwart zum Beseitigen des Strassenkotes gebraucht	['Scharre', 'vom Bäcker zum Sammeln der Asche od. Kohlen', 'vom Strassenwart zum Beseitigen des Strassenkotes gebraucht']	kein_Trinken					
EL01356	Lastik	Lastik	Substantiv	1.	Gummi elasticum als Einsatz in Zugstiefeln	['Gummi elasticum als Einsatz in Zugstiefeln']	kein_Trinken					
EM00231	müed	müed	Adjektiv		müde	['müde']	kein_Trinken			müde	kein_Trinken	kein_Trinken
EK02255	kropsen	kropsen	Verb		unpers. ärgern	['unpers. ärgern']	kein_Trinken					
EF00152	Fagotten	Fagotten	Substantiv		läppisches Zeug, Grimassen, wunderliche Gebärden und Bewegungen beim Sprechen	['läppisches Zeug', 'Grimassen', 'wunderliche Gebärden und Bewegungen beim Sprechen']	kein_Trinken					
ER00717	Rain	Rain	Substantiv		Rain, Bodenerhöhung, mit Gras bewachsener Abhang	['Rain', 'Bodenerhöhung', 'mit Gras bewachsener Abhang']	kein_Trinken					
ET01461	tuschieren	tuschieren	Verb		berühren	['berühren']	kein_Trinken			berühren	kein_Trinken	kein_Trinken
ET02433	Tschopp	Tschopp	Substantiv		Tölpel, dummer Mensch	['Tölpel', 'dummer Mensch']	kein_Trinken					
EK01306	Kathederle	Kathederle	Substantiv		Gefängnis, Zuchthaus	['Gefängnis', 'Zuchthaus']	kein_Trinken					
EA01459	iteren, intrücken	iteren, intrücken	Verb		wiederkäuen	['wiederkäuen']	kein_Trinken			wiederkäuen	kein_Trinken	kein_Trinken
EG00786	ganz	ganz	Adjektiv		ganz	['ganz']	kein_Trinken			ganz	kein_Trinken	kein_Trinken
ES03306	schnuben	schnuben	Verb	1.	schnauben	['schnauben']	kein_Trinken			schnauben	kein_Trinken	kein_Trinken
EK01483	Klee	Klee	Substantiv		Klee	['Klee']	kein_Trinken			Klee	kein_Trinken	kein_Trinken
EZ00518	zirlen	zirlen	Verb		tändeln	['tändeln']	kein_Trinken			tändeln	kein_Trinken	kein_Trinken
EZ00628	Zutt	Zutt	Substantiv		Schnauze eines Topfes	['Schnauze eines Topfes']	kein_Trinken					
EK01311	katholisch	katholisch	Adjektiv		katholisch	['katholisch']	kein_Trinken			katholisch	kein_Trinken	kein_Trinken
EK00280	Kalen	Kalen	Substantiv		Klöpfel der Glocke	['Klöpfel der Glocke']	kein_Trinken					
EW00419	wäjen	wäjen	Verb	1.	wehen	['wehen']	kein_Trinken			wehen	kein_Trinken	kein_Trinken
EK01811	Knoden	Knoden	Substantiv	1.	Fussknöchel	['Fussknöchel']	kein_Trinken			Fussknöchel	kein_Trinken	kein_Trinken
ES05247	Stand	Stand	Substantiv	1.	Standpunkt	['Standpunkt']	kein_Trinken			Standpunkt	kein_Trinken	kein_Trinken
EF00250	Fockol	Fockol	Substantiv		abknöpfbarer, nicht fest an das Hemd aufgenähter Kragen	['abknöpfbarer', 'nicht fest an das Hemd aufgenähter Kragen']	kein_Trinken					
EK01598	klei(n), kli(n)	klein, klei, klin, kli	Adjektiv		klein	['klein']	kein_Trinken			klein	kein_Trinken	kein_Trinken
EK00720	Kapp(e)	Kappe, Kapp	Substantiv	1.	Mütze	['Mütze']	kein_Trinken			Mütze	kein_Trinken	kein_Trinken
EZ00002	Zaü	Zaü	Substantiv		zusammenhängendes Stück Feldarbeit, bes. beim Pflügen	['zusammenhängendes Stück Feldarbeit', 'bes. beim Pflügen']	kein_Trinken					
EA00514	Eller	Eller	Substantiv		Erle	['Erle']	kein_Trinken			Erle	kein_Trinken	kein_Trinken
EA00733	Ampfer, Ampert	Ampfer, Ampert	Substantiv		Ampfer	['Ampfer']	kein_Trinken			Ampfer	kein_Trinken	kein_Trinken
ER00800	Rang II	Rang	Substantiv	1.	Anlauf	['Anlauf']	kein_Trinken			Anlauf	kein_Trinken	kein_Trinken
ES05690	Straf	Straf	Substantiv		Strafe	['Strafe']	kein_Trinken			Strafe	kein_Trinken	kein_Trinken
ES00006	Saü, Soü, Söü, Süi	Saü, Soü, Söü, Süi	Substantiv	1.	Schwein, Sau	['Schwein', 'Sau']	kein_Trinken					
EG01936	grätzen	grätzen	Verb		mit gespreizten Beinen ausschreiten	['mit gespreizten Beinen ausschreiten']	kein_Trinken					
ES00773	Salz	Salz	Substantiv		Salz	['Salz']	kein_Trinken			Salz	kein_Trinken	kein_Trinken
EN00280	Nelli	Nelli	Substantiv		Koseform des männl. Vornamens Cornelius	['Koseform des männl. Vornamens Cornelius']	kein_Trinken					
EK01466	Kuz, Kutz, Kauz	Kuz, Kutz, Kauz	Substantiv	1.	kleine Eule	['kleine Eule']	kein_Trinken					
EP02559	Butz II	Butz	Substantiv	1.	Larve, verlarvtes Gesicht, Popanz	['Larve', 'verlarvtes Gesicht', 'Popanz']	kein_Trinken					
EK02588	Krozer	Krozer	Substantiv		eingeritztes Zeichen	['eingeritztes Zeichen']	kein_Trinken					
EL00106	Liber	Liber	Substantiv		Frank, Frankstück	['Frank', 'Frankstück']	kein_Trinken					
ES04637	stübelen	stübelen	Verb		unpers. fein regnen	['unpers. fein regnen']	kein_Trinken					
EM00267	Magick	Magick	Substantiv		schielende Person, spottend od. scheltend	['schielende Person', 'spottend od. scheltend']	kein_Trinken					
EA01015	opponieren	opponieren	Verb		refl. sich auflehnen, widersetzen	['refl. sich auflehnen', 'widersetzen']	kein_Trinken					
EK01830	knächzig	knächzig	Adjektiv		kreischend	['kreischend']	kein_Trinken			kreischend	kein_Trinken	kein_Trinken
EM01636	Moitz I	Moitz	Substantiv		Anprall einer Schnellkugel gegen einen Gegenstand, beim Spiel	['Anprall einer Schnellkugel gegen einen Gegenstand', 'beim Spiel']	kein_Trinken					
EK02177	Krampf	Krampf	Substantiv		Krampf; abnorme Empfindung, unerklärbarer Schmerz, bes. bei den Frauen	['Krampf', 'abnorme Empfindung', 'unerklärbarer Schmerz', 'bes. bei den Frauen']	kein_Trinken					
EP03292	blond	blond	Adjektiv		blond	['blond']	kein_Trinken			blond	kein_Trinken	kein_Trinken
ES00476	Sack	Sack	Substantiv	1.	Sack für Getreide, Kartoffeln usw	['Sack für Getreide', 'Kartoffeln usw']	kein_Trinken					
EM00830	mündig	mündig	Adjektiv		mündig, volljährig	['mündig', 'volljährig']	kein_Trinken					
EK01404	këtsch, këtschete 	këtsch, këtschete	Adjektiv		weich, zu weich gekocht (z. B. das Fleisch der Spanferkel oder der jungen Kälber)	['weich', 'zu weich gekocht (z. B. das Fleisch der Spanferkel oder der jungen Kälber)']	kein_Trinken					
ER00969	Rëps I 	Rëps	Substantiv	1.	Raps, die Kulturpflanze, Brassica napus	['Raps, die Kulturpflanze', 'Brassica napus']	kein_Trinken					
EA01277	Assurans	Assurans	Substantiv		Feuerversicherung (die älteren Leute sagen meist in d Brandkass tuen); Versicherungsgesellschaft	['Feuerversicherung (die älteren Leute sagen meist in d Brandkass tuen)', 'Versicherungsgesellschaft']	kein_Trinken					
EF00015	Veiol	Veiol	Substantiv		Veilchen	['Veilchen']	kein_Trinken			Veilchen	kein_Trinken	kein_Trinken
ES01689	Scheiker	Scheiker	Substantiv	1.	Lüge	['Lüge']	kein_Trinken			Lüge	kein_Trinken	kein_Trinken
EH00536	hohl	hohl	Adjektiv		hohl, leer	['hohl', 'leer']	kein_Trinken					
EP00648	bolen	bolen	Verb	1.	werfen	['werfen']	kein_Trinken			werfen	kein_Trinken	kein_Trinken
EA00877	Andülli, Andülie, Andüdel	Andülli, Andülie, Andüdel	Substantiv		geräucherte Fleischwurst	['geräucherte Fleischwurst']	kein_Trinken					
ET00518	Teik	Teik	Substantiv	1.	Teig zum Backen	['Teig zum Backen']	kein_Trinken					
EK01540	klaffen III	klaffen	Verb		nicht fest anpassen, abstehn	['nicht fest anpassen', 'abstehn']	kein_Trinken					
ER01049	Räson	Räson	Substantiv		Anstand, Lebensart	['Anstand', 'Lebensart']	kein_Trinken					
ET02122	Tran	Tran	Substantiv		Tran	['Tran']	kein_Trinken			Tran	kein_Trinken	kein_Trinken
ES01847	schalten	schalten	Verb	1.	schieben, vorwärts stossen allg	['schieben', 'vorwärts stossen allg']	kein_Trinken					
EM00657	muemen	muemen	Verb		geifern, besonders von kleinen Kindern, beim Essen einen Teil der Speisen fallen lassen und damit die Kleider besudeln; auch von älteren Leuten und sogar vom Vieh gesagt	['geifern', 'besonders von kleinen Kindern', 'beim Essen einen Teil der Speisen fallen lassen und damit die Kleider besudeln', 'auch von älteren Leuten und sogar vom Vieh gesagt']	kein_Trinken					
EK00974	korrigieren	korrigieren	Verb	1.	verbessern	['verbessern']	kein_Trinken			verbessern	kein_Trinken	kein_Trinken
ET00581	Talu	Talu	Substantiv		Böschung der Strasse, des Berges	['Böschung der Strasse', 'des Berges']	kein_Trinken					
EK01770	Knebel	Knebel	Substantiv	1.	kurzer Stock, Knüppel; dient bes. zum Zusammenbinden des Strohbundes	['kurzer Stock', 'Knüppel', 'dient bes. zum Zusammenbinden des Strohbundes']	kein_Trinken					
EP00756	Balg	Balg	Substantiv	1.	Balg, Fell	['Balg', 'Fell']	kein_Trinken					
EA00496	Allegaschi	Allegaschi	Substantiv		töpelhafter Mensch, der sich ungeschickt trägt oder hält	['töpelhafter Mensch, der sich ungeschickt trägt oder hält']	kein_Trinken					
ES02553	Schlauder	Schlauder	Substantiv		Bahn	['Bahn']	kein_Trinken			Bahn	kein_Trinken	kein_Trinken
EN00448	Nerfling	Nerfling	Substantiv		Fischart	['Fischart']	kein_Trinken			Fischart	kein_Trinken	kein_Trinken
EP00413	päjen	päjen	Verb		bezahlen	['bezahlen']	kein_Trinken			bezahlen	kein_Trinken	kein_Trinken
ER00669	Rampen	Rampen	Substantiv	1.	grosses Stück (Brot)	['grosses Stück (Brot)']	kein_Trinken					
ES02175	schuren II	schuren	Verb	1.	scheuern	['scheuern']	kein_Trinken			scheuern	kein_Trinken	kein_Trinken
EL01276	Lisabeth, Lisbeth	Lisabeth, Lisbeth	Substantiv		weibl. Vorname Elisabeth; Koseform	['weibl. Vorname Elisabeth', 'Koseform']	kein_Trinken					
EK01516	kluben	kluben	Verb		klauben, mit den Fingerspitzen an etwas herumzerren und zupfen, an einem Knopf oder Knochen, am Brode; in der Nase bohren	['klauben', 'mit den Fingerspitzen an etwas herumzerren und zupfen', 'an einem Knopf oder Knochen', 'am Brode', 'in der Nase bohren']	kein_Trinken					
EH01626	haschen	haschen	Verb		haschen. Kinderspiel, wobei ein Ausruheort, der Barren, bestimmt wird. Sind alle dort angelangt, so ruft das haschende Kind: Drei langi, langi Stangen! Wer nit glich vom Barren enwëg geht, der muess fangen	['haschen. Kinderspiel', 'wobei ein Ausruheort, der Barren', 'bestimmt wird. Sind alle dort angelangt', 'so ruft das haschende Kind: Drei langi', 'langi Stangen! Wer nit glich vom Barren enwëg geht, der muess fangen']	kein_Trinken					
EA01058	Arrëst 	Arrëst	Substantiv		Arrest in der Schule	['Arrest in der Schule']	kein_Trinken					
EN00443	Narde	Narde	Substantiv		Behälter, in welchem auf dem Fischmarkt die Fische feil gehalten werden, flacher Fischzuber, Fischtrog, Fischmulde	['Behälter', 'in welchem auf dem Fischmarkt die Fische feil gehalten werden', 'flacher Fischzuber', 'Fischtrog', 'Fischmulde']	kein_Trinken					
EM01299	Miser	Miser	Substantiv		Elend, Kummer	['Elend', 'Kummer']	kein_Trinken					
ES03050	schmeidig	schmeidig	Adjektiv		zart gebaut; von kränklichem Aussehn	['zart gebaut', 'von kränklichem Aussehn']	kein_Trinken					
EM00790	Minut(e)	Minute, Minut	Substantiv		Minute	['Minute']	kein_Trinken			Minute	kein_Trinken	kein_Trinken
ES03565	Schnurchel	Schnurchel	Substantiv	1.	runzeliges, schnurriges Weib	['runzeliges', 'schnurriges Weib']	kein_Trinken					
