ID	Lemma	Definition	Konzept	Konzept_gemappt	Antwort_ungültig
EZ00047	verzëchen	verzechen	kein_Trinken	Trinken.Alkohol_trinken	
EZ00429	Zapfen	Zapfen am Fass, der Flasche, am Gebälk	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
EZ00429	Zapfen	Trinker	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EZ00429	Zapfen	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EZ00445	Vollzapfen	Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
EZ00451	zapfen	Wein schenken	kein_Trinken	Trinken.Alkohol_trinken	
EZ00456	Zäpfer	Trinker	kein_Trinken	Trinken.Alkohol_trinken	
EZ00475	Zopf	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EZ00494	verzehren	in einem Wirtshaus ausgeben (nicht bloss für Nahrung), konsumieren	kein_Trinken	Trinken.Alkohol_trinken	
EZ00613	Zottel	Hals einer Flasche; Ansatzstück einer Giesskanne	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
